project_id,user_story,target,pbi_type,hu_q_score,defect_reasoning,is_atomic,pbi_type_encoded,Real_SP,Pred_SP,Abs_Error,Complexity,Pred_FIB,Level_Distance
21149814,"FE: Presets fix active presetname in dialog - In the screenmanager when having the layermanager is open and switching from active layermanager, the active preset is getting reset. The active preset name does not corresponds on the chosen one. (do after https://gitlab.com/opengeoweb/opengeoweb/-/issues/2129) Suggested solution (core can't import anything of `presets` lib): - core: create a new action `activePresetId` for the `map` reducer in `core` lib, with param `mapId` and `presetId` - core: create a new selector, getActivePresetId for `core` which takes a `mapId` as argument - core: `map` reducer changes the `presetId` (or activePresetId) of the map - presets: import this action + selector in `presets` lib and fire it with correct params, and remove the local state of presetId",3,Bug,3.0,"El PBI describe un defecto en la funcionalidad de presets que afecta la experiencia del usuario, pero carece de detalles sobre el contexto sistémico y los pasos para reproducir el problema. Aunque se sugiere una solución técnica, la falta de claridad en la descripción del comportamiento esperado y la mitigación de riesgos hace que requiera refinamiento.",,0,3,2.3582959714222853,0.6417040285777147,Pequeña (1-3 SP),2,1
278964,Epic API missing `subscribed` field - ### Problem to solve It's helpful to know if I'm subscribed to an Epic via the API. This information is available in the Issues API. ### Proposal Add `subscribed` (`boolean`) field to the Epics API ### Links / references https://docs.gitlab.com/ee/api/epics.html,1,Technical Task,4.0,"El PBI es claro en su propuesta de añadir un campo específico a la API, lo que es una tarea técnica. Cumple con la claridad y es estimable, aunque podría beneficiarse de más contexto sobre el impacto en el sistema y la implementación.",,2,1,2.0554053878805245,1.0554053878805245,Pequeña (1-3 SP),2,1
10171270,(feat): Use boost rotator's rating to sync boosts - Is this a bug? Make sure to use the Bug template above and be as detailed in your report as possible.,2,Bug,2.0,"El PBI presenta ambigüedad en su redacción, ya que no especifica claramente el comportamiento esperado ni el impacto del problema. La frase 'Is this a bug?' sugiere incertidumbre y falta de claridad en la definición del defecto. Además, no se proporciona contexto sobre cómo se manifiesta el problema o qué efectos tiene en el sistema, lo que dificulta su estimación y resolución.",,0,2,6.05629608268075,4.05629608268075,Pequeña (1-3 SP),5,2
10171270,Onboarding progress track should allow you to jump between steps - The dots on the onboarding progress tracker should allow you to jump between steps. I verified this with @michaelfbradley . They currently are not clickable. ![image](/uploads/8978bf61744453701d37d2aa506c959b/image.png),1,Bug,4.0,"El PBI describe un defecto en la funcionalidad del rastreador de progreso de onboarding, donde los puntos no son clicables. Es claro y específico sobre el problema, pero podría beneficiarse de más contexto sobre el impacto en la experiencia del usuario.",,0,1,2.3126259105296723,1.3126259105296723,Pequeña (1-3 SP),2,1
10171280,"Landscape images preview layout is broken in composer screen - <!--- Please read this! Before opening a new issue, make sure to search for keywords in the issues filtered by the ""T - Bug"" label and verify the issue you're about to submit isn't a duplicate. ---> ### Summary (Summarize the bug encountered concisely) ### Steps to reproduce (How one can reproduce the issue - this is very important) ### Platform information (Browser, device, system stats, screen size) ### What is the current *bug* behavior? (What actually happens) ### What is the expected *correct* behavior? (What you should see instead) ### Relevant logs and/or screenshots (Paste any relevant logs - please use code blocks (```) to format console output, logs, and code as it's very hard to read otherwise.) ### Possible fixes (If you can, link to the line of code that might be responsible for the problem)",2,Bug,4.0,"El PBI describe un defecto en la interfaz de usuario relacionado con la visualización de imágenes en la pantalla del compositor. Aunque la estructura es clara y se mencionan pasos para reproducir el problema, falta información específica sobre el comportamiento esperado y los logs relevantes. Sin embargo, es estimable y comprensible, lo que justifica una buena calificación.",,0,2,1.740067762730109,0.2599322372698909,Pequeña (1-3 SP),2,0
21149814,"FE: move storyshots functionality from geoweb-core to opengeoweb - In geoweb-core we had snapshot testing for canvas components. We don't have that yet in opengeoweb. After the core code is moved, copy this functionality and add the pipeline job.",3,Technical Task,4.0,"La tarea es clara y específica, enfocándose en mover funcionalidad y establecer un trabajo de pipeline. Sin embargo, podría beneficiarse de más contexto sobre el impacto en el sistema y la mitigación de riesgos asociados a la migración.",,2,3,2.8981613213593573,0.10183867864064267,Pequeña (1-3 SP),3,0
10171270,"posts by NSFW tagged channels showing uncovered in discovery, also ""mature content"" prompt is not showing - <!--- Please read this! Before opening a new issue, make sure to search for keywords in the issues filtered by the ""T - Bug"" label and verify the issue you're about to submit isn't a duplicate. ---> ### Summary Channels that have an NSFW tag are showing up unmasked in discovery. Also when you visit the channel there is no ""MATURE CONTENT"" prompt. https://www.minds.com/hismith/ verified in chrome and firefox, both admin and non admin accounts. noticed 11/14/2019 ### Steps to reproduce 1. Click the above link 2. Observe no mature warning 3. Try find the post in discovery ### Platform information Cross-platform web. ### What is the current *bug* behavior? mature content warning does not show and nsfw tagged channels showing in discoery ### What is the expected *correct* behavior? mature content warning should show and nsfw tagged channels should only show up with nsfw filters disabled. ### Relevant logs and/or screenshots (Paste any relevant logs - please use code blocks (```) to format console output, logs, and code as it's very hard to read otherwise.) ### Possible fixes (If you can, link to the line of code that might be responsible for the problem) /label ~""T \- Bug"" ~""S \- Triage:new""",8,Bug,4.0,"El PBI describe un comportamiento anómalo relacionado con la visualización de contenido NSFW y la falta de un aviso de contenido maduro. Los pasos para reproducir el error son claros y se proporciona información sobre el comportamiento actual y el comportamiento esperado. Sin embargo, podría beneficiarse de una mayor claridad en la descripción del impacto y contexto del problema.",,0,8,2.3019081075008323,5.698091892499168,Mediana (5-8 SP),2,3
278964,"Add GLM values for trials started from free user registration - # summary We're currently unable to monitor trials started from the free registration experience. It's important that we monitor this experience and understand how many users are starting trials during this experience and how successful they are in their trials. # Solution If a user starts a trial via the free registration experience by turning ""on"" the trial toggle on the company page then we should apply the following GLM values and ensure that these values are stored. Location: * The values below should be added when a user selects to start a trial during free registration process. The URL of this page is `https://gitlab.com/users/sign_up/company/new` with additional query parameters for `jobs_to_be_done_other`, `=&`registration_objective`=move_repository&` and `role`. Example full URL `https://gitlab.com/users/sign_up/company/new?jobs_to_be_done_other=&registration_objective=move_repository&role=software_developer` * **Values to add:** GLM_SOURCE = `about.gitlab.com` GLM_CONTENT = `free-user-registration` Note these values should only be submitted if the trial toggle is placed in the 'on' position: ![image](/uploads/89120d2a2564f0338ed7cb4a72611de4/image.png)",3,Technical Task,4.0,"El PBI describe claramente una tarea técnica relacionada con la implementación de valores GLM para el seguimiento de pruebas iniciadas desde el registro gratuito. Aunque es comprensible y tiene un contexto claro, podría beneficiarse de una mayor especificación sobre cómo se validará el éxito de las pruebas y la integración con el sistema existente.",,2,3,2.738599666299745,0.26140033370025506,Pequeña (1-3 SP),3,0
10171280,Large Text in Newsfeed Posts - This is my last attempt at resisting this feature. ## Can somebody explain the logic behind why short texts have to be large in the newsfeed? Do the pros outweigh the cons? I understand that this is inspired from F. The Cons I see: 1. ## Being less readable 2. Reducing simplicity 3. Reducing newsfeed homogeneity,1,Spike,3.0,"El PBI plantea una pregunta sobre la lógica detrás de un cambio en el diseño del newsfeed, lo que sugiere que se necesita investigar más. Sin embargo, carece de un enfoque claro sobre cómo se llevará a cabo la investigación y no define claramente los objetivos o resultados esperados, lo que lo hace comprensible pero requiere refinamiento.",,1,1,5.057213390222079,4.057213390222079,Pequeña (1-3 SP),5,3
21149814,"FE: MUI: Update outdated FE packages - 1. Check the latest version with `npm outdated` 2. Run `npm install` for all listed packages & specify version if latest needs higher major version - for example: `npm install @mui/x-date-pickers@6` 3. Check that application works, tests don't fail 4. Fix errors and problems Packages included in this dev task: - @mui/material - @mui/system - @emotion/react - @emotion/styled - ~~@mui/x-date-pickers~~ will be done separately: https://gitlab.com/opengeoweb/opengeoweb/-/issues/3627",5,Technical Task,4.0,"La tarea está bien definida y es estimable, ya que detalla los pasos necesarios para actualizar los paquetes de frontend. Sin embargo, podría beneficiarse de una descripción más clara sobre el impacto esperado en la aplicación y la necesidad de pruebas adicionales tras la actualización.",,2,5,3.0094986589723787,1.9905013410276213,Mediana (5-8 SP),3,1
10171280,"Add ""Post options"" pop up menu on mobile - - [ ] In the new compose, provide a ""post options"" link that pops open the options panel - [ ] Implement tag menu - [ ] Implement tag history dropdown from device storage - [ ] Tag type ahead - [ ] Licensing menu - [ ] Visibility - [ ] Paywall - [ ] Paywall confirmation - [ ] NSFW menu - [ ] Light mode - [ ] Dark mode - [ ] e2e tests - [ ] Unit tests Mocks https://design.minds.com/hosted/mobile/michael/mobile%231687-composer/#artboard9 https://design.minds.com/hosted/mobile/michael/mobile%231687-composer/#artboard13 https://design.minds.com/hosted/mobile/michael/mobile%231687-composer/#artboard14 https://design.minds.com/hosted/mobile/michael/mobile%231687-composer/#artboard15 https://design.minds.com/hosted/mobile/michael/mobile%231687-composer/#artboard16 https://design.minds.com/hosted/mobile/michael/mobile%231687-composer/#artboard17 https://design.minds.com/hosted/mobile/michael/mobile%231687-composer/#artboard18 https://design.minds.com/hosted/mobile/michael/mobile%231687-composer/#artboard21 https://design.minds.com/hosted/mobile/michael/mobile%231687-composer/#artboard22 https://design.minds.com/hosted/mobile/michael/mobile%231687-composer/#artboard22",34,User Story,3.0,"El PBI describe la implementación de un menú de opciones para publicaciones en móvil, lo que entrega valor directo al usuario. Sin embargo, carece de claridad en la definición de los flujos de trabajo y el impacto esperado de cada opción. Requiere refinamiento para abordar riesgos y contexto sistémico.",,3,34,10.711774935379733,23.288225064620267,Épica/Compleja (13+ SP),13,2
278964,"Agent status page: add integration status area - iteration 1 - As a part of the work related to adding the integration status to the agent list page we should add an integration UI moment to the agent details page. # Proposal - [x] Add a page header as per the design. - [x] Show the integration status of the agent. - [x] Show the Premium features. - [x] Show a ""Valid access token"" message when the agent is connected. - [x] Show ""No access token"" if the token is absent. | Connected | Not connected | Never connected | | ------ | ------ | ------ | | ![Screenshot_2022-06-29_at_16.34.17](/uploads/83a5aac18501c0a44e4114523c3ec6f7/Screenshot_2022-06-29_at_16.34.17.png) | ![Screenshot_2022-06-29_at_16.39.55](/uploads/aba5ae767bda58a5fef194375aa0b8f0/Screenshot_2022-06-29_at_16.39.55.png) | ![Screenshot_2022-06-29_at_16.39.55_copy](/uploads/7a715a96e7987321671e57929a3bc8df/Screenshot_2022-06-29_at_16.39.55_copy.png) |",2,User Story,4.0,"El PBI describe claramente la funcionalidad que se va a implementar en la página de detalles del agente, entregando valor directo al usuario final. Los criterios de aceptación son específicos y estimables, aunque podría beneficiarse de un contexto adicional sobre cómo se integrará con el sistema existente.",,3,2,2.055998814202126,0.055998814202125935,Pequeña (1-3 SP),2,0
278964,Gitaly N+1 queries in MergeRequests::DraftsController - `Projects::MergeRequests::DraftsController#publish` shows thousand of Gitaly calls at time. Kibana breakdown: ![image](/uploads/d0596341639c29cfbd9e6733a37099c5/image.png),5,Bug,3.0,"El PBI describe un comportamiento anómalo relacionado con un alto número de llamadas a Gitaly en un controlador específico. Sin embargo, carece de detalles sobre el impacto en el usuario final y no proporciona un contexto claro sobre cómo se manifiesta el problema. Requiere refinamiento para definir mejor el comportamiento esperado y los pasos para reproducir el defecto.",,0,5,2.172684997542771,2.827315002457229,Mediana (5-8 SP),2,2
21149814,"FE: Cleanup snapshots: remove white space spaceweather notification list snapshot - Some snapshots have a lot of whitespace, if removed it's easier to see the difference. Make sure the spaceweather NotificationsListSnapshot doesn't contain so much whitespace. Probably the component styling needs to be updated to make it work",2,Technical Task,3.0,"El PBI describe una tarea técnica relacionada con la limpieza de un componente visual, pero carece de detalles sobre cómo se medirá el éxito de la tarea y no proporciona un contexto claro sobre el impacto en el usuario final. Aunque es comprensible, necesita refinamiento para definir mejor los pasos y el resultado esperado.",,2,2,2.6097567622954063,0.6097567622954063,Pequeña (1-3 SP),3,1
10171270,(feat): Remember preferred hashtag status. - It'd be nice to set this in a cookie so that the users choice is remembered: ![image](/uploads/19a04f28cd28107c223e8c781547c2ab/image.png),2,User Story,4.0,"La historia de usuario describe claramente una funcionalidad que entrega valor al usuario final al recordar su elección de hashtag mediante cookies. Sin embargo, podría beneficiarse de una mayor claridad en los criterios de aceptación y en cómo se manejarán las preferencias en diferentes navegadores o dispositivos.",,3,2,2.0297529195679425,0.02975291956794246,Pequeña (1-3 SP),2,0
10171280,Implement remote action wraper into remind action - Remind is not handling the unverified emails errors correctly,2,Bug,3.0,"El PBI describe un defecto relacionado con el manejo incorrecto de errores en la acción de recordatorio para correos electrónicos no verificados. Aunque el problema es comprensible, carece de detalles sobre el contexto del sistema y los pasos específicos para reproducir el error. Requiere refinamiento para definir claramente el comportamiento esperado y cómo se debe manejar el error.",,0,2,3.6641966399623405,1.6641966399623405,Pequeña (1-3 SP),3,1
10171280,"[GAT-MDS-1-50] Comment will not be removed if it's deleted from reply - Component: Post Steps to reproduce: Log into app Go to my profile Add comment to post Add reply to the comment Delete reply comment Delete comment Focus on response Severity: Medium Attachments: https://tracker.testerwork.com/video_files/59a87c866cc263bc07b18aa32f3700c767338e29608937f3d7b2d006993096cbb66ba6fa1d1ec1f1b93b97b2ae067417 Test case id: Country: Description: Actual results There is a success message that the first comment (from step 2) is deleted but it's actually not deleted and removed from comments section Expected results Deleted comment is removed from comments Environment: platform_info: Apple iPhone 7, iOS 14.5 operating_system: - mobile_device_name: Apple iPhone 7 web_browser_and_version: - operating_system_version: iOS 14.5 Credentials: Repro rate x5 1:",2,Bug,4.0,"El PBI describe un defecto claro en la funcionalidad de eliminación de comentarios, proporcionando pasos reproducibles y resultados esperados. Sin embargo, podría beneficiarse de una mayor claridad en la descripción del entorno y la severidad del problema.",,0,2,2.652405260588214,0.652405260588214,Pequeña (1-3 SP),3,1
10171280,Add multiple style creation support for ThemedStyles - ### Summary Add a ThemedStyle.create() method that receives an obj with style definitions,1,Technical Task,4.0,"El PBI describe la adición de un método para crear estilos temáticos, lo que implica un trabajo técnico que no entrega valor directo al usuario final. Sin embargo, la descripción es clara y específica, lo que permite estimar el esfuerzo requerido. No se mencionan riesgos o contexto adicional, pero la tarea es comprensible y tiene un enfoque claro.",,2,1,3.0527574732160887,2.0527574732160887,Pequeña (1-3 SP),3,2
10171270,"Deleting Posts requires reset to see - Assigning this to @eiennohi because he's a wizard at state issues. ### Summary Deleting a post requires a reset to see ### Steps to reproduce 1. Delete a post 2. Post is still there until you refresh ### What is the current *bug* behavior? Deleting a post requires a reset ### What is the expected *correct* behavior? Post should be removed when it is deleted ### Relevant logs and/or screenshots ![delete_post](/uploads/4b12bba12184956e87b2ebd3f3ce2b67/delete_post.mp4) ![image](/uploads/d39ecdd7bfcf4bdc08b793184bc5dde3/image.png) - [ ] Make sure we don't need to reload to remove posts from newsfeed, discovery and groups",5,Bug,4.0,"El PBI describe un comportamiento anómalo claro relacionado con la eliminación de publicaciones, especificando los pasos para reproducirlo y el comportamiento esperado. Sin embargo, podría beneficiarse de una mayor claridad en la descripción del impacto en el usuario y en el contexto del sistema.",,0,5,2.3217676216532226,2.6782323783467774,Mediana (5-8 SP),2,2
10171263,Update universal links endpoint - Enable universal links for all the routes,1,Technical Task,4.0,"La tarea es clara y específica, enfocándose en la actualización de un endpoint para habilitar enlaces universales en todas las rutas. Sin embargo, podría beneficiarse de más contexto sobre el impacto en el sistema y los pasos necesarios para la implementación, lo que la hace estimable pero con omisiones triviales.",,2,1,4.409047131094672,3.409047131094672,Pequeña (1-3 SP),5,3
21149814,FE: Time step showing 15m while animation runs for 5 min in multimap presets - - choose for example the first Satcomp preset: Satcomp general 3h - the animation runs with a 5 min timestep - but the left map timeslider shows a time step of 15mins instead of 5 ![image](/uploads/ad99ddbac9b26f3e0912c49ec5fc96f0/image.png),5,Bug,4.0,"El PBI describe un comportamiento anómalo en la visualización del tiempo en un mapa, lo que indica un defecto en la funcionalidad. La descripción es clara y específica, pero podría beneficiarse de más contexto sobre cómo se reproduce el error y su impacto en el usuario.",,0,5,2.4062103669365342,2.5937896330634658,Mediana (5-8 SP),2,2
7128869,"Add docs on re-writing OpenAPI spec base URLs - Add Nginx-template + Dockerimage file for the 'madrid-proxy'. These have been added to the MR for the OGC demo, see https://gitlab.com/commonground/nlx/nlx/-/merge_requests/3680 1. Move relevant files to separate repo 2. Link to the repo in the docs as part of 'Reference information' 3. Done",2,Technical Task,3.0,"El PBI describe tareas técnicas específicas relacionadas con la documentación y la estructura del proyecto, pero carece de contexto sobre el impacto en el sistema y no detalla cómo se medirá el éxito de la implementación. Requiere refinamiento para ser completamente claro y estimable.",,2,2,3.9221419824094625,1.9221419824094625,Pequeña (1-3 SP),3,1
10171280,"Remove text requirement from media comment - ### Summary Some users have complained about the text requirement for posting media in comments from the app. This requirement does not exist in the web application, [fffb7169-2fb7-411a-9455-6644b5c4f61e.jfif](/uploads/103d93f776ee7c18400d6768d7b702e5/fffb7169-2fb7-411a-9455-6644b5c4f61e.jfif) Remove text requirement ### Steps to reproduce - attempt to post an image in a comment without writing anything first ### Platform information (Browser, device, system stats, screen size) ### What is the current *bug* behavior? I don't think this is a bug: possibly just an oversight. ### What is the expected *correct* behavior? No text requirement ### Relevant logs and/or screenshots (Paste any relevant logs - please use code blocks (```) to format console output, logs, and code as it's very hard to read otherwise.) ### Possible fixes (If you can, link to the line of code that might be responsible for the problem)",1,Bug,3.0,"El PBI describe un comportamiento no deseado en la aplicación, pero la justificación del autor sugiere que no lo considera un bug, lo que genera ambigüedad. Aunque se entiende el problema, falta claridad en la definición del impacto y el comportamiento esperado, lo que requiere refinamiento.",,0,1,2.1531908652097416,1.1531908652097416,Pequeña (1-3 SP),2,1
10171280,Check paywalled content layout - Visual errors on the paywall lock component,1,Bug,4.0,"El PBI describe un defecto visual en un componente específico, lo que indica un problema claro que afecta la experiencia del usuario. Aunque el problema está bien definido, podría beneficiarse de más contexto sobre el impacto en el usuario final y los pasos para reproducir el error.",,0,1,1.775180575603942,0.775180575603942,Pequeña (1-3 SP),2,1
10171270,Fix auto-import YouTube checkbox and 'transfer all' display - * [ ] Auto-import not working on setup modal * [x] 'Transfer all' should become grey when clicked,1,Bug,4.0,"El PBI describe un defecto específico en la funcionalidad de auto-importación y el comportamiento visual del checkbox 'transfer all'. Los criterios son claros y estimables, aunque podría beneficiarse de más contexto sobre el impacto en el usuario final.",,0,1,2.646040056563603,1.6460400565636029,Pequeña (1-3 SP),3,2
278964,"Validate security report artifact against vendored versions - ## Why are we doing this work We want to clearly communicate to users whenever a [security report](https://docs.gitlab.com/ee/development/integrations/secure.html#report) artifact does not validate against a [supported schema](https://gitlab.com/gitlab-org/security-products/security-report-schemas/-/tree/master/dist) or has other parsing errors. In order to do this, all supported schemas will be vendored into the GitLab rails application, as discussed as part of https://gitlab.com/gitlab-org/gitlab/-/issues/322681. ## Relevant links - [Wording for alert](#note_672853791) ## Non-functional requirements - [ ] Documentation: update accordingly https://docs.gitlab.com/ee/development/integrations/secure.html#enable-report-validation - [ ] Feature flag: `enforce_security_report_validation` this needs a FF so we can give analyzer teams a chance to comply with the schemas before breaking ingestion - [ ] Performance: - [ ] Testing: ## Implementation plan * ~backend Create `enforce_security_report_validation` feature flag definition * ~backend Adjust `ee/app/models/ee/ci/build.rb` so that `validate_schema?` returns `true` if `enforce_security_report_validation` is enabled * ~backend Adjust `lib/gitlab/ci/parsers/security/validators/schema_validator.rb` so it adds a warning/error if the schema used is deprecated/not found * ~backend Adjust specs",2,Technical Task,3.0,"El PBI describe un trabajo técnico relacionado con la validación de informes de seguridad, pero carece de un contexto claro sobre el impacto en el usuario final. Aunque se menciona la necesidad de comunicar errores, no se detalla cómo esto afecta la experiencia del usuario. Además, la implementación planificada es extensa y podría beneficiarse de una mayor claridad en los pasos y riesgos asociados.",,2,2,1.9351825843391013,0.06481741566089871,Pequeña (1-3 SP),2,0
10171280,Show boosts in-between stories - Logic TBD Logic on top of my head: boost stories should not be visible in the content bar and they should be shown after viewing n stories.,5,Spike,3.0,"El PBI es una tarea de investigación para definir la lógica de visualización de 'boost stories'. Aunque se entiende el objetivo, carece de detalles sobre cómo se implementará la lógica y no proporciona un contexto claro sobre el impacto en el sistema. Requiere refinamiento para ser más claro y específico.",,1,5,5.793806031031903,0.7938060310319033,Mediana (5-8 SP),5,0
10171280,"When I tap on tag notification the comments field is activated - <!--- Please read this! Before opening a new issue, make sure to search for keywords in the issues filtered by the ""T - Bug"" label and verify the issue you're about to submit isn't a duplicate. ---> ### Summary (Summarize the bug encountered concisely) ### Steps to reproduce (How one can reproduce the issue - this is very important) ### Platform information (Browser, device, system stats, screen size) ### What is the current *bug* behavior? (What actually happens) ### What is the expected *correct* behavior? (What you should see instead) ### Relevant logs and/or screenshots (Paste any relevant logs - please use code blocks (```) to format console output, logs, and code as it's very hard to read otherwise.) ### Possible fixes (If you can, link to the line of code that might be responsible for the problem)",1,Bug,3.0,"El PBI describe un comportamiento anómalo, pero carece de detalles específicos sobre el impacto y el contexto del bug. Aunque se mencionan pasos para reproducirlo, la falta de claridad en la descripción del comportamiento esperado y actual hace que sea comprensible pero necesite refinamiento.",,0,1,1.79467631808987,0.7946763180898699,Pequeña (1-3 SP),2,1
10171270,(chore): Fixes for MVP internal demo - Is this a bug? Make sure to use the Bug template above and be as detailed in your report as possible.,13,Bug,3.0,"El PBI menciona 'fixes' para una demostración interna, lo que sugiere que hay defectos que deben ser corregidos. Sin embargo, no se proporciona información específica sobre los errores, su impacto o el comportamiento esperado. Esto genera ambigüedad y falta de contexto, lo que requiere refinamiento para ser completamente comprensible y estimable.",,0,13,4.348929144863471,8.65107085513653,Épica/Compleja (13+ SP),5,2
10171270,(feat): e2e tests for settings - Is this a bug? Make sure to use the Bug template above and be as detailed in your report as possible.,2,Technical Task,3.0,"El PBI se refiere a la creación de pruebas end-to-end (e2e) para la configuración, lo que indica un trabajo técnico necesario para mejorar la calidad del software. Sin embargo, no se proporciona suficiente contexto sobre los flujos de trabajo específicos que se van a probar ni se menciona el impacto esperado de estas pruebas. Esto sugiere que el PBI es comprensible pero carece de detalles que mitiguen riesgos y definan claramente el comportamiento esperado, lo que requiere refinamiento.",,2,2,6.39249759273848,4.39249759273848,Pequeña (1-3 SP),5,2
10171270,(feat): Mobile view for media listing - Is this a bug? Make sure to use the Bug template above and be as detailed in your report as possible.,3,Bug,2.0,"El PBI presenta ambigüedad al no especificar claramente el comportamiento anómalo en la vista móvil para la lista de medios. No se define el impacto esperado ni se describen los flujos afectados, lo que dificulta su estimación y comprensión. Requiere refinamiento para clarificar el problema específico que se está abordando.",,0,3,5.49666948955382,2.4966694895538204,Pequeña (1-3 SP),5,1
10171263,"(feature) Extend the limit on newsfeed items to support infinite (just like a user's own feed) - Here's the feedback from the squad leaders on the current situation Emi: There's a 150 posts hard limit on feeds right now. Emi: We should workaround something for user's own feeds Emi: because it seems that people like to scroll to the bottom of their own channel Mark Harding: own channels is infinite now, newsfeed should be able to copy that logic easily Emi: ah!, but I think they're mostly complaining about that for their own feeds and groups Let's verify that there's more than a 150 posts on a user's own channel and then apply those changes to the back end",13,User Story,3.0,"La historia es comprensible y aborda una necesidad del usuario, pero carece de detalles sobre cómo se implementará la solución y no define claramente el impacto esperado en la experiencia del usuario. Requiere refinamiento para incluir criterios de aceptación y mitigación de riesgos.",,3,13,5.956345094787725,7.043654905212275,Épica/Compleja (13+ SP),5,2
278964,Replace fa- icons in Geo - There's an [ongoing effort](https://gitlab.com/groups/gitlab-org/-/epics/2331) to replace remaining `Fontawesome` icons with our GitLab SVGs. The following icon instances/references in `Geo` should be replaced: * https://gitlab.com/gitlab-org/gitlab/-/blob/master/ee/app/helpers/ee/geo_helper.rb#L52 * https://gitlab.com/gitlab-org/gitlab/-/blob/master/ee/app/helpers/ee/geo_helper.rb#L78 * https://gitlab.com/gitlab-org/gitlab/-/blob/master/ee/app/helpers/ee/geo_helper.rb#L121 * https://gitlab.com/gitlab-org/gitlab/-/blob/master/ee/app/views/projects/merge_requests/widget/open/_geo.html.haml#L2 ## Which icon should we use instead? | Fontawesome icon (old) | GitLab SVG (new) | |------------------------|------------------| | spinner (HAML) | [loading_icon](https://gitlab.com/gitlab-org/gitlab/-/blob/master/app/helpers/icons_helper.rb#L70) | | exclamation-triangle | [warning-solid](http://gitlab-org.gitlab.io/gitlab-svgs/?q=warning-solid) | | check | [check](http://gitlab-org.gitlab.io/gitlab-svgs/?q=check) | | clock-o | [clock](http://gitlab-org.gitlab.io/gitlab-svgs/?q=clock) |,1,Technical Task,4.0,"El PBI describe claramente la tarea de reemplazar iconos, proporcionando enlaces específicos y ejemplos de iconos a reemplazar. Sin embargo, podría beneficiarse de una descripción más detallada sobre el impacto visual y funcional de este cambio en el sistema.",,2,1,2.1452184684824296,1.1452184684824296,Pequeña (1-3 SP),2,1
10171270,(bug): description editor is scrollable and not formatted - ![Screenshot_from_2019-01-02_09-03-49](/uploads/25c25bfa63bcaaa9028c01ef56670412/Screenshot_from_2019-01-02_09-03-49.png),2,Bug,4.0,"El PBI describe un defecto en el editor de descripciones que afecta la usabilidad. Aunque se menciona el problema de formato y desplazamiento, falta información sobre el contexto y el impacto en el usuario final. Sin embargo, es claro y estimable, lo que justifica una buena calificación.",,0,2,1.9381404679003922,0.06185953209960782,Pequeña (1-3 SP),2,0
278964,"🎨 Design: Improve IF/Then setup for execution policies - For more details, please go to [Epic](https://gitlab.com/groups/gitlab-org/-/epics/5363) ### Specific Problem of this issue The current way of setup schedule scans is using the existing IF/THEN pattern, but when it is applied to this situation, as the picture shows, it is not a natural way human thinks or speaks. And in the IF part, scheduling an ""Action"" is ambiguous in this situation, it is not very clear what the action is. <img src=""/uploads/f8cfe84a9ec2c8749c67359e6143764a/Screenshot_2022-07-08_at_12.41.48.png"" width=""600""> ### Solution ![improve_IF_Then_Final](/uploads/6919380ce05b46e3f1f9230f5f5a360c/improve_IF_Then_Final.png)",5,Technical Task,3.0,"El PBI describe un problema técnico relacionado con la mejora de un patrón de configuración, pero carece de detalles sobre cómo se implementará la solución y no define claramente el impacto esperado. Aunque es comprensible, necesita refinamiento para ser completamente estimable.",,2,5,2.1386048196631764,2.8613951803368236,Mediana (5-8 SP),2,2
278964,"Regularly reverify Packages on primary - ### Problem We need to regularly re-verify data on the **primary** to protect against data corruption. In combination with https://gitlab.com/gitlab-org/gitlab-ee/issues/13842, this will ensure that packages are regularly re-verified on all **secondary** nodes as well. ### Proposal - [x] Add e.g. `Geo::ReverificationWorker` which finds `verification_succeeded` records where `verified_at` is older than re-verification interval. Update them to `verification_pending` so they get picked up by `Geo::VerificationBatchWorker` - [x] Add a DB index if needed - [x] Enqueue `Geo::VerificationReverifyWorker` in `.trigger_background_verification` (this method is already conveniently called every minute) if Geo primary - [x] Smoke test",3,Technical Task,3.0,"El PBI es comprensible y aborda un problema técnico específico relacionado con la verificación de datos, pero carece de contexto sistémico y no define claramente el impacto esperado de la tarea. Requiere refinamiento para detallar los riesgos y pasos completos.",,2,3,4.457685542163173,1.4576855421631727,Pequeña (1-3 SP),5,1
278964,"Add ability to filter by composite IDs - ### Problem to solve We have no easy way to filter for sets of composite IDs (e.g. those with two or more parts). There are easy ways to add this functionality in an a generic way, but it is currently missing. ### Intended users * [Sasha (Software Developer)](https://about.gitlab.com/handbook/marketing/product-marketing/roles-personas/#sasha-software-developer) ### Further details More performant queries, more declarative code, fewer N+1 traps. ### Proposal Add a mechanism to write queries equivalent to: ```sql where (x,y) in VALUES ``` This can be done by rewriting to: ```sql where ((a = a_0 and b = b_0) or (a = a_1 and b = b_1) or ...) ``` ### What does success look like, and how can we measure that? We can easily query for composite IDs without N+1 queries see: https://gitlab.com/gitlab-org/gitlab/issues/12905",2,Technical Task,4.0,"El PBI describe una mejora técnica clara para el filtrado de IDs compuestos, lo que aporta valor indirecto al usuario final. La propuesta es comprensible y estimable, aunque podría beneficiarse de más contexto sobre la implementación y los riesgos asociados.",,2,2,2.1678293264662605,0.16782932646626048,Pequeña (1-3 SP),2,0
